ORDEN,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,MICRO,BUSETA,BUS,CAMION,VOLQUETA,MOTO,BICICLETA,DIURNIO/NOCTURNO,GRAVEDAD
23582,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23583,0,0,0,0,1,1,0,0,0,0,0,Nocturno,Solo Daños
23584,0,0,0,0,0,0,1,0,0,1,0,Nocturno,Con Heridos
23585,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23586,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23587,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23588,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23589,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23590,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23591,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23592,0,1,1,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23593,1,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23594,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23595,0,0,0,1,0,0,1,0,0,0,0,Diurno,Solo Daños
23596,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Muertos
23597,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23598,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23599,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23600,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23601,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23602,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23603,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23604,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23605,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
23606,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
23607,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23608,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23609,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23610,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23611,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23612,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23613,0,1,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
23614,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23615,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23616,0,1,1,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23617,0,2,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23618,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23619,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23620,0,1,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
23621,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23622,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23623,0,2,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
23624,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23625,0,0,1,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23626,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23627,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23628,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23629,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23630,0,0,0,0,1,0,0,0,0,1,0,Diurno,Con Heridos
23631,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23632,0,0,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23633,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23634,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23635,0,2,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23636,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
23637,0,1,1,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23638,0,1,0,0,1,0,0,0,0,0,0,Nocturno,Solo Daños
23639,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23640,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23641,0,2,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23642,1,0,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
23643,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23644,0,2,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23645,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23646,0,3,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23647,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23648,0,0,0,0,0,1,0,0,1,0,0,Diurno,Solo Daños
23649,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23650,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23651,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23652,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23653,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23654,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23655,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23656,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23657,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23658,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23659,0,0,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23660,0,2,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
23661,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23662,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
23663,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
23664,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23665,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23666,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23667,0,0,1,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23668,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23669,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23670,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23671,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23672,1,0,0,0,0,0,0,1,0,0,0,Diurno,Con Heridos
23673,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23674,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23675,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23676,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
23677,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23678,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23679,0,0,1,0,0,0,0,0,1,0,0,Nocturno,Solo Daños
23680,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23681,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23682,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23683,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23684,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23685,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23686,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23687,0,1,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23688,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23689,1,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
23690,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23691,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23692,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23693,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23694,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
23695,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23696,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23697,0,0,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
23698,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23699,0,0,0,0,0,0,0,1,0,0,0,Diurno,Con Heridos
23700,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23701,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23702,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23703,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23704,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
23705,0,0,0,0,0,0,0,0,0,1,1,Diurno,Con Heridos
23706,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23707,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23708,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
23709,0,1,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23710,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23711,0,0,0,1,1,0,0,0,0,0,0,Diurno,Solo Daños
23712,0,0,0,0,1,0,0,0,0,1,0,Diurno,Con Heridos
23713,0,0,0,1,0,0,1,0,0,0,0,Nocturno,Solo Daños
23714,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23715,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
23716,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23717,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23718,0,0,0,0,0,1,0,0,0,1,0,Diurno,Solo Daños
23719,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23720,0,0,0,1,0,1,0,0,0,0,0,Diurno,Solo Daños
23721,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23722,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23723,0,1,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
23724,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23725,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23726,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23727,0,0,0,0,1,0,0,0,0,0,0,Diurno,Con Heridos
23728,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23729,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23730,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
23731,0,0,0,0,1,0,1,0,0,0,0,Nocturno,Solo Daños
23732,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Heridos
23733,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Heridos
23734,1,0,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
23735,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23736,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23737,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23738,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
23739,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23740,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23741,0,0,0,1,0,0,1,0,0,0,0,Diurno,Solo Daños
23742,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23743,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23744,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23745,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23746,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
23747,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23748,1,0,0,0,0,0,1,0,0,0,0,Nocturno,Con Heridos
23749,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23750,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23751,0,0,0,0,0,0,0,0,0,2,0,Diurno,Solo Daños
23752,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23753,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23754,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23755,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23756,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23757,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23758,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23759,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23760,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23761,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23762,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23763,0,0,0,2,0,0,0,0,0,0,0,Nocturno,Solo Daños
23764,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23765,0,1,1,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23766,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Solo Daños
23767,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
23768,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23769,0,0,0,0,0,0,0,0,0,2,0,Diurno,Solo Daños
23770,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23771,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23772,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
23773,0,0,0,0,0,0,1,0,0,1,0,Diurno,Solo Daños
23774,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23775,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23776,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23777,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Solo Daños
23778,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23779,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23780,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
23781,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23782,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23783,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23784,0,0,0,1,1,0,0,0,0,0,0,Diurno,Solo Daños
23785,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23786,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23787,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23788,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23789,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23790,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23791,0,0,0,0,2,0,0,0,0,0,0,Diurno,Con Heridos
23792,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23793,0,1,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
23794,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23795,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23796,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23797,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23798,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23799,0,0,0,2,0,0,0,0,0,0,0,Nocturno,Solo Daños
23800,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23801,0,0,0,0,0,0,0,0,0,1,1,Diurno,Con Heridos
23802,0,0,0,0,0,0,0,0,0,3,0,Diurno,Con Heridos
23803,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23804,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23805,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23806,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23807,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23808,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23809,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23810,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23811,0,0,0,2,0,0,0,0,0,0,0,Nocturno,Solo Daños
23812,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23813,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23814,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23815,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23816,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23817,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23818,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23819,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23820,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23821,0,0,1,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
23822,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23823,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23824,0,0,0,0,0,0,0,0,0,0,1,Diurno,Con Muertos
23825,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23826,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
23827,0,0,0,0,0,0,1,0,0,1,0,Diurno,Solo Daños
23828,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23829,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23830,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23831,0,0,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23832,0,2,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23833,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23834,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23835,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23836,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23837,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23838,0,2,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23839,0,0,0,0,0,0,1,0,0,1,0,Nocturno,Con Heridos
23840,0,3,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23841,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23842,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23843,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23844,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23845,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Muertos
23846,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23847,0,0,1,0,0,1,0,0,0,0,0,Diurno,Solo Daños
23848,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23849,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23850,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23851,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23852,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23853,0,1,0,0,0,1,0,0,0,0,0,Diurno,Con Heridos
23854,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23855,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23856,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23857,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Muertos
23858,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23859,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23860,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23861,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23862,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23863,0,0,0,0,0,0,0,0,0,1,1,Diurno,Con Heridos
23864,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23865,0,0,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23866,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23867,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
23868,0,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
23869,0,1,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
23870,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23871,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23872,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23873,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23874,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23875,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23876,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
23877,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23878,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23879,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23880,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23881,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23882,0,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
23883,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23884,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23885,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23886,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23887,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23888,0,2,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23889,0,0,0,1,0,0,0,0,0,0,1,Diurno,Con Heridos
23890,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23891,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Muertos
23892,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23893,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23894,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
23895,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23896,0,1,0,0,0,0,0,0,0,2,0,Diurno,Solo Daños
23897,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23898,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23899,1,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23900,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
23901,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23902,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23903,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23904,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
23905,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
23906,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23907,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23908,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23909,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23910,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23911,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23912,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23913,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23914,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23915,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23916,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23917,0,0,1,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23918,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23919,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
23920,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
23921,0,0,1,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23922,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
23923,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23924,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23925,0,0,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
23926,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23927,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23928,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
23929,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23930,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23931,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23932,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23933,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23934,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23935,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23936,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
23937,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
23938,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23939,0,3,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
23940,0,0,0,0,0,1,1,0,0,0,0,Nocturno,Solo Daños
23941,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23942,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23943,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
23944,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
23945,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23946,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
23947,0,0,1,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
23948,0,0,1,0,0,0,0,0,0,0,1,Nocturno,Con Heridos
23949,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
23950,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
23951,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
23952,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
23953,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
