ORDEN,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,MICRO,BUSETA,BUS,CAMION,VOLQUETA,MOTO,BICICLETA,DIURNIO/NOCTURNO,GRAVEDAD
11531,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11532,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11533,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11534,0,3,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11535,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11536,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11537,0,0,1,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11538,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11539,0,1,0,0,0,1,0,0,0,0,0,Nocturno,Solo Daños
11540,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11541,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11542,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11543,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11544,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11545,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11546,0,0,0,0,1,0,0,0,0,1,0,Diurno,Con Heridos
11547,0,0,1,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
11548,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11549,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11550,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11551,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11552,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11553,0,0,1,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11554,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11555,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
11556,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11557,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11558,0,0,0,0,0,2,0,0,0,0,0,Diurno,Solo Daños
11559,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
11560,0,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
11561,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11562,0,0,1,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11563,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11564,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11565,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11566,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11567,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
11568,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11569,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11570,1,0,1,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11571,0,0,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
11572,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11573,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11574,0,0,0,1,0,0,0,1,0,0,0,Nocturno,Solo Daños
11575,0,1,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11576,1,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
11577,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11578,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11579,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11580,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11581,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11582,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11583,0,0,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11584,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11585,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11586,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11587,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11588,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11589,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11590,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11591,0,2,0,0,0,0,0,0,0,1,0,Nocturno,Con Muertos
11592,2,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11593,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11594,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11595,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11596,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11597,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11598,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
11599,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11600,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11601,0,1,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
11602,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
11603,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11604,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11605,0,3,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
11606,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11607,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11608,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11609,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
11610,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11611,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11612,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11613,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11614,0,0,0,0,0,0,2,0,0,0,0,Diurno,Solo Daños
11615,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11616,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11617,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11618,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11619,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11620,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
11621,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11622,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11623,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11624,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11625,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11626,0,1,0,0,1,0,0,0,0,0,0,Nocturno,Solo Daños
11627,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11628,0,0,1,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11629,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11630,0,0,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11631,0,0,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
11632,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Heridos
11633,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11634,0,2,0,0,0,0,0,1,0,1,0,Diurno,Solo Daños
11635,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11636,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11637,6,1,0,0,0,0,0,0,0,0,0,Diurno,Con Muertos
11638,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11639,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11640,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11641,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11642,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11643,0,3,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11644,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
11645,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11646,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11647,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11648,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
11649,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11650,0,0,2,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11651,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11652,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11653,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
11654,0,2,0,0,0,1,0,0,0,0,0,Nocturno,Solo Daños
11655,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11656,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11657,0,1,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11658,1,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
11659,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11660,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Heridos
11661,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11662,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11663,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11664,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11665,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11666,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11667,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11668,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11669,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11670,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11671,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11672,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11673,0,0,0,1,0,0,0,1,0,0,0,Nocturno,Solo Daños
11674,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11675,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11676,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11677,1,2,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11678,0,0,0,1,0,0,1,0,0,0,0,Diurno,Solo Daños
11679,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11680,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11681,0,0,0,0,0,0,0,1,1,0,0,Diurno,Solo Daños
11682,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11683,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11684,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11685,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11686,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11687,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11688,1,0,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
11689,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11690,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11691,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11692,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
11693,1,0,0,0,0,0,1,0,0,0,0,Nocturno,Con Heridos
11694,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11695,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11696,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11697,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11698,2,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11699,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11700,0,0,0,0,0,0,0,0,1,0,1,Nocturno,Con Heridos
11701,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11702,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11703,0,0,1,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11704,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11705,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11706,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11707,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
11708,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11709,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11710,0,1,0,0,0,0,0,0,0,0,1,Diurno,Solo Daños
11711,0,0,0,1,0,0,0,0,1,0,0,Diurno,Con Heridos
11712,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
11713,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
11714,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11715,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11716,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11717,0,1,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11718,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11719,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
11720,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11721,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11722,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
11723,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Heridos
11724,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11725,0,0,0,0,0,0,1,0,0,1,0,Nocturno,Con Heridos
11726,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11727,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11728,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11729,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11730,0,2,0,0,0,0,0,2,0,0,0,Diurno,Solo Daños
11731,0,0,0,2,0,1,0,0,0,0,0,Diurno,Solo Daños
11732,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11733,0,0,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11734,1,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11735,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11736,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11737,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11738,0,0,1,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11739,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11740,0,0,1,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11741,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11742,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
11743,0,0,0,1,0,1,0,0,0,0,0,Diurno,Solo Daños
11744,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11745,0,0,0,0,0,1,0,0,0,0,0,Diurno,Con Heridos
11746,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11747,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11748,0,1,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
11749,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11750,0,3,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11751,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11752,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11753,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11754,0,1,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
11755,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11756,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
11757,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
11758,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11759,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11760,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11761,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11762,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11763,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11764,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11765,0,1,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11766,0,1,0,0,0,0,0,0,0,2,0,Nocturno,Solo Daños
11767,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11768,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11769,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11770,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Solo Daños
11771,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11772,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11773,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11774,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11775,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11776,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11777,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11778,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
11779,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
11780,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11781,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11782,0,0,1,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11783,0,1,0,1,0,0,0,0,0,0,1,Diurno,Con Heridos
11784,0,0,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
11785,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11786,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11787,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11788,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11789,0,0,0,0,0,0,0,2,0,0,0,Diurno,Solo Daños
11790,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11791,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11792,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11793,0,0,0,1,1,0,0,0,0,0,0,Diurno,Solo Daños
11794,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11795,0,0,0,0,0,0,0,0,0,1,1,Diurno,Con Heridos
11796,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11797,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11798,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11799,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11800,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11801,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11802,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
11803,0,1,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
11804,0,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
11805,0,0,0,0,1,0,0,0,0,1,0,Diurno,Con Heridos
11806,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11807,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11808,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
11809,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Muertos
11810,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11811,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
11812,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11813,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11814,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11815,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11816,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11817,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11818,0,1,0,0,0,0,0,0,0,0,1,Nocturno,Con Heridos
11819,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11820,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11821,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11822,0,0,0,0,0,0,0,1,0,1,0,Diurno,Solo Daños
11823,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11824,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11825,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11826,0,0,1,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11827,0,0,0,0,0,0,2,0,0,0,0,Diurno,Solo Daños
11828,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11829,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
11830,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
11831,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
11832,0,2,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11833,0,0,0,0,0,0,0,0,1,1,0,Nocturno,Con Heridos
11834,0,0,0,0,0,1,1,0,0,0,0,Diurno,Solo Daños
11835,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11836,0,2,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11837,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11838,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11839,1,0,0,0,0,0,0,0,0,0,1,Diurno,Con Heridos
11840,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11841,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11842,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11843,1,0,0,0,0,0,1,0,0,0,0,Nocturno,Con Heridos
11844,0,3,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11845,0,0,1,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
11846,0,0,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11847,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11848,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11849,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11850,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11851,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
11852,0,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
11853,2,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11854,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11855,1,0,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
11856,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11857,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11858,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11859,1,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11860,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11861,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11862,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11863,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11864,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11865,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
11866,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
11867,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11868,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
11869,2,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
11870,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11871,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11872,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11873,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
11874,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11875,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Muertos
11876,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11877,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11878,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
11879,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11880,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11881,0,2,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11882,1,0,0,0,0,0,1,0,0,0,0,Nocturno,Con Heridos
11883,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
11884,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
11885,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11886,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11887,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
11888,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11889,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11890,1,0,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
11891,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
11892,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
11893,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
11894,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11895,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
11896,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
11897,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11898,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11899,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11900,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
11901,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
11902,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
